participantID,participantCode,seq,exp,prewalkStart,walkB,walkE,walkFinish,preCandidateN,preSelectedN,walkCandidateN,walkSelectedN,preLowAnimFrac,walkContinuousFrac,preDynamicMedian,preRawMedian,walkDynamicMedian,walkRawMedian
01-9TZK,9TZK,32,19,4071.79499983788,4076.79499983788,4095.83799982071,4100.91574079207,500,500,2412,1522,1,0.631011608623549,24.0005177489274,972.357809127803,171.933673575233,979.466941134444
01-9TZK,9TZK,33,22,4192.43499994278,4197.43499994278,4216.47199988365,4221.46753353089,500,500,2403,1409,1,0.586350395339159,23.7944704998866,966.262055699442,154.288829772817,978.873956479499
01-9TZK,9TZK,34,30,4303.63499999046,4308.63499999046,4327.6740000248,4333.44995795823,500,500,2481,1576,1,0.635227730753728,24.2059860511418,966.75016460899,153.095080534497,978.577328001028
01-9TZK,9TZK,35,12,4412.05599999428,4417.05599999428,4436.09299993515,4441.18413661733,500,500,2413,1697,1,0.703273932863655,22.8573476504093,968.737635071094,165.256099730871,980.7998548884
01-9TZK,9TZK,36,29,4526.14499998093,4531.14499998093,4550.17999982834,4556.303089364,500,500,2516,1509,1,0.599761526232114,25.3051418058683,967.838157035847,159.791390138899,978.873956479499
01-9TZK,9TZK,37,21,4639.88899993896,4644.88899993896,4663.94899988174,4667.71365070824,500,500,2283,1469,1,0.643451598773544,23.6203868931753,976.647046891737,181.382213332646,983.607846355943
01-9TZK,9TZK,38,5,4758.26899981499,4763.26899981499,4782.33399987221,4787.58478782174,500,500,2432,1330,1,0.546875,23.6155666518218,967.538145200668,170.144116618638,978.948099555271
02-9TZO,9TZO,1,15,337.572000026703,342.572000026703,361.613000154495,369.347197090372,500,500,2678,2279,1,0.851008215085885,22.0317816934992,977.686902586427,224.446406472346,979.837378860119
02-9TZO,9TZO,2,19,481.307000160217,486.307000160217,505.353000164032,513.084759118256,500,500,2677,2335,1,0.872245050429585,22.5867780617017,974.712943141247,218.685452940376,977.167113059837
02-9TZO,9TZO,3,33,612.787000179291,617.787000179291,636.848000049591,644.055332809847,500,500,2626,2367,1,0.901370906321401,21.7561940896976,978.799807787465,217.224422094798,976.49840568444
02-9TZO,9TZO,4,40,737.37700009346,742.37700009346,761.438000202179,769.072530148918,500,500,2669,2372,1,0.888722367928063,22.4958650409399,982.057054087462,218.993957914739,971.841894100865
02-9TZO,9TZO,5,28,861.496000051498,866.496000051498,885.545000076294,894.626737149599,500,500,2814,2521,1,0.895877754086709,22.6031540717109,976.572729116118,207.244847452893,975.977983184513
02-9TZO,9TZO,6,24,999.774000167847,1004.77400016785,1023.83800005913,1032.91339351066,500,500,2814,2158,1,0.766879886282871,21.3800928370485,977.686902586427,216.226313880888,972.06593266203
02-9TZO,9TZO,7,21,1127.20500016212,1132.20500016212,1151.25800013542,1159.66209126817,500,500,2746,2426,1,0.883466860888565,23.4535077932205,972.625760996332,220.781283277783,973.408960905815
02-9TZO,9TZO,8,14,1266.55599999428,1271.55599999428,1290.61900019646,1301.16780472347,500,500,2962,2462,1,0.831195138419986,23.1358218614695,976.572729116118,204.388025037745,968.850010385364
02-9TZO,9TZO,9,39,1385.77300000191,1390.77300000191,1409.83600020409,1420.1169453243,500,500,2935,2630,1,0.896081771720613,23.1444369197636,980.355752599439,209.525155922142,974.117061720345
02-9TZO,9TZO,10,11,1509.66300010681,1514.66300010681,1533.73000001907,1541.46387486683,500,500,2680,2546,1,0.95,22.8809943887848,976.126703639956,222.867364973838,973.110677983719
