medianA,medianB,deltaMedian_AminusB,pairLabel,deltaMedian_sorted,subjectID,markerGroup,emotionA,emotionB,ksD,nSamplesA,nSamplesB,nVideosA,nVideosB
4.95443556254967,5.39324237909985,-0.438806816550174,FEAR-JOY,0.438806816550174,SK0702,L-leg,FEAR,JOY,0.0414131437266659,26082,23544,1,1
4.95443556254967,5.49876512243805,-0.544329559888381,FEAR-SAD,0.544329559888381,SK0702,L-leg,FEAR,SAD,0.0321175723221429,26082,22693,1,1
5.39324237909985,5.49876512243805,-0.105522743338208,JOY-SAD,0.105522743338208,SK0702,L-leg,JOY,SAD,0.0298041607804712,23544,22693,1,1
3.99435631731709,3.25943741056316,0.73491890675393,DISGUST-NEUTRAL,0.73491890675393,SK0702,R-leg,NEUTRAL,DISGUST,0.0617047972967697,24839,26073,1,1
3.99435631731709,3.04253474510468,0.95182157221241,FEAR-NEUTRAL,0.95182157221241,SK0702,R-leg,NEUTRAL,FEAR,0.127462649082161,24839,29794,1,1
3.99435631731709,3.32326529418091,0.671091023136184,JOY-NEUTRAL,0.671091023136184,SK0702,R-leg,NEUTRAL,JOY,0.110027084015636,24839,27724,1,1
3.99435631731709,3.66350197544326,0.330854341873827,NEUTRAL-SAD,-0.330854341873827,SK0702,R-leg,NEUTRAL,SAD,0.0936577759469399,24839,26583,1,1
3.25943741056316,3.04253474510468,0.21690266545848,DISGUST-FEAR,-0.21690266545848,SK0702,R-leg,DISGUST,FEAR,0.0954344778211014,26073,29794,1,1
3.25943741056316,3.32326529418091,-0.0638278836177455,DISGUST-JOY,0.0638278836177455,SK0702,R-leg,DISGUST,JOY,0.0721823394171198,26073,27724,1,1
3.25943741056316,3.66350197544326,-0.404064564880103,DISGUST-SAD,0.404064564880103,SK0702,R-leg,DISGUST,SAD,0.0668802025311959,26073,26583,1,1
3.04253474510468,3.32326529418091,-0.280730549076226,FEAR-JOY,0.280730549076226,SK0702,R-leg,FEAR,JOY,0.0700558905387814,29794,27724,1,1
3.04253474510468,3.66350197544326,-0.620967230338583,FEAR-SAD,0.620967230338583,SK0702,R-leg,FEAR,SAD,0.0743094279675913,29794,26583,1,1
3.32326529418091,3.66350197544326,-0.340236681262358,JOY-SAD,0.340236681262358,SK0702,R-leg,JOY,SAD,0.0251557906525722,27724,26583,1,1
17.6072962812566,19.7365626288905,-2.1292663476339,DISGUST-NEUTRAL,-2.1292663476339,SK0702,L-Wrist,NEUTRAL,DISGUST,0.193273100894995,583,404,1,1
17.6072962812566,16.8529712786881,0.754325002568528,FEAR-NEUTRAL,0.754325002568528,SK0702,L-Wrist,NEUTRAL,FEAR,0.128604100302214,583,1680,1,1
17.6072962812566,16.3108571476814,1.29643913357514,JOY-NEUTRAL,1.29643913357514,SK0702,L-Wrist,NEUTRAL,JOY,0.134037486704294,583,1432,1,1
17.6072962812566,19.3973762509068,-1.79007996965027,NEUTRAL-SAD,1.79007996965027,SK0702,L-Wrist,NEUTRAL,SAD,0.162598527071606,583,1107,1,1
19.7365626288905,16.8529712786881,2.88359135020243,DISGUST-FEAR,-2.88359135020243,SK0702,L-Wrist,DISGUST,FEAR,0.228259075907591,404,1680,1,1
19.7365626288905,16.3108571476814,3.42570548120904,DISGUST-JOY,-3.42570548120904,SK0702,L-Wrist,DISGUST,JOY,0.252288566845511,404,1432,1,1
19.7365626288905,19.3973762509068,0.339186377983633,DISGUST-SAD,-0.339186377983633,SK0702,L-Wrist,DISGUST,SAD,0.0565013818455016,404,1107,1,1
16.8529712786881,16.3108571476814,0.542114131006613,FEAR-JOY,-0.542114131006613,SK0702,L-Wrist,FEAR,JOY,0.0542863793562117,1680,1432,1,1
16.8529712786881,19.3973762509068,-2.5444049722188,FEAR-SAD,2.5444049722188,SK0702,L-Wrist,FEAR,SAD,0.215326171118854,1680,1107,1,1
16.3108571476814,19.3973762509068,-3.08651910322541,JOY-SAD,3.08651910322541,SK0702,L-Wrist,JOY,SAD,0.230663300580864,1432,1107,1,1
16.6655986340612,20.2869918944828,-3.62139326042165,DISGUST-NEUTRAL,-3.62139326042165,SK0702,R-Wrist,NEUTRAL,DISGUST,0.298935655539429,390,318,1,1
16.6655986340612,16.072917906413,0.592680727648169,FEAR-NEUTRAL,0.592680727648169,SK0702,R-Wrist,NEUTRAL,FEAR,0.0557315233785822,390,1632,1,1
16.6655986340612,19.3336662423107,-2.66806760824955,JOY-NEUTRAL,-2.66806760824955,SK0702,R-Wrist,NEUTRAL,JOY,0.176126126126126,390,740,1,1
16.6655986340612,17.5138452533912,-0.84824661933003,NEUTRAL-SAD,0.84824661933003,SK0702,R-Wrist,NEUTRAL,SAD,0.113195044655719,390,890,1,1
20.2869918944828,16.072917906413,4.21407398806982,DISGUST-FEAR,-4.21407398806982,SK0702,R-Wrist,DISGUST,FEAR,0.301424343322235,318,1632,1,1
20.2869918944828,19.3336662423107,0.953325652172104,DISGUST-JOY,-0.953325652172104,SK0702,R-Wrist,DISGUST,JOY,0.146821349651538,318,740,1,1
20.2869918944828,17.5138452533912,2.77314664109162,DISGUST-SAD,-2.77314664109162,SK0702,R-Wrist,DISGUST,SAD,0.225757896968412,318,890,1,1
16.072917906413,19.3336662423107,-3.26074833589772,FEAR-JOY,3.26074833589772,SK0702,R-Wrist,FEAR,JOY,0.199268018018018,1632,740,1,1
16.072917906413,17.5138452533912,-1.4409273469782,FEAR-SAD,1.4409273469782,SK0702,R-Wrist,FEAR,SAD,0.101765256664464,1632,890,1,1
19.3336662423107,17.5138452533912,1.81982098891952,JOY-SAD,-1.81982098891952,SK0702,R-Wrist,JOY,SAD,0.116398420892803,740,890,1,1
16.2826097162262,18.7847699844843,-2.50216026825807,DISGUST-NEUTRAL,-2.50216026825807,SK0702,Waist,NEUTRAL,DISGUST,0.147901932972597,2358,1541,1,1
16.2826097162262,14.9915877054408,1.29102201078542,FEAR-NEUTRAL,1.29102201078542,SK0702,Waist,NEUTRAL,FEAR,0.166211975876471,2358,5072,1,1
16.2826097162262,16.2989225141263,-0.016312797900099,JOY-NEUTRAL,-0.016312797900099,SK0702,Waist,NEUTRAL,JOY,0.0706089291443086,2358,3860,1,1
16.2826097162262,16.6695687859661,-0.386959069739902,NEUTRAL-SAD,0.386959069739902,SK0702,Waist,NEUTRAL,SAD,0.0462574773028371,2358,3993,1,1
18.7847699844843,14.9915877054408,3.79318227904349,DISGUST-FEAR,-3.79318227904349,SK0702,Waist,DISGUST,FEAR,0.215935691519088,1541,5072,1,1
18.7847699844843,16.2989225141263,2.48584747035797,DISGUST-JOY,-2.48584747035797,SK0702,Waist,DISGUST,JOY,0.151048710042937,1541,3860,1,1
18.7847699844843,16.6695687859661,2.11520119851816,DISGUST-SAD,-2.11520119851816,SK0702,Waist,DISGUST,SAD,0.165615264740551,1541,3993,1,1
14.9915877054408,16.2989225141263,-1.30733480868552,FEAR-JOY,1.30733480868552,SK0702,Waist,FEAR,JOY,0.117778190941632,5072,3860,1,1
14.9915877054408,16.6695687859661,-1.67798108052532,FEAR-SAD,1.67798108052532,SK0702,Waist,FEAR,SAD,0.14210594091711,5072,3993,1,1
16.2989225141263,16.6695687859661,-0.370646271839803,JOY-SAD,0.370646271839803,SK0702,Waist,JOY,SAD,0.0433454789404774,3860,3993,1,1
18.2434823985014,18.6491685437874,-0.405686145286047,DISGUST-NEUTRAL,-0.405686145286047,XB0202,head,NEUTRAL,DISGUST,0.109744033964827,969,579,1,1
18.2434823985014,12.3042691582811,5.93921324022025,FEAR-NEUTRAL,5.93921324022025,XB0202,head,NEUTRAL,FEAR,0.370671877951102,969,5087,1,1
18.2434823985014,17.3557420654241,0.88774033307724,JOY-NEUTRAL,0.88774033307724,XB0202,head,NEUTRAL,JOY,0.0578074144637612,969,390,1,1
18.2434823985014,17.5055558217187,0.737926576782709,NEUTRAL-SAD,-0.737926576782709,XB0202,head,NEUTRAL,SAD,0.0592365139719659,969,3296,1,1
18.6491685437874,12.3042691582811,6.3448993855063,DISGUST-FEAR,-6.3448993855063,XB0202,head,DISGUST,FEAR,0.38034673367346,579,5087,1,1
18.6491685437874,17.3557420654241,1.29342647836329,DISGUST-JOY,-1.29342647836329,XB0202,head,DISGUST,JOY,0.145197289756875,579,390,1,1
18.6491685437874,17.5055558217187,1.14361272206876,DISGUST-SAD,-1.14361272206876,XB0202,head,DISGUST,SAD,0.0787650703422372,579,3296,1,1
12.3042691582811,17.3557420654241,-5.05147290714301,FEAR-JOY,5.05147290714301,XB0202,head,FEAR,JOY,0.364617703245578,5087,390,1,1
12.3042691582811,17.5055558217187,-5.20128666343754,FEAR-SAD,5.20128666343754,XB0202,head,FEAR,SAD,0.331413084657064,5087,3296,1,1
17.3557420654241,17.5055558217187,-0.149813756294531,JOY-SAD,0.149813756294531,XB0202,head,JOY,SAD,0.0904935275080906,390,3296,1,1
17.382850972591,16.8734989305571,0.509352042033896,DISGUST-NEUTRAL,0.509352042033896,XB0202,uppertorso,NEUTRAL,DISGUST,0.0486465897080421,3938,3700,1,1
17.382850972591,9.63950272622557,7.74334824636544,FEAR-NEUTRAL,7.74334824636544,XB0202,uppertorso,NEUTRAL,FEAR,0.415893165395354,3938,13276,1,1
17.382850972591,17.6900425990804,-0.307191626489359,JOY-NEUTRAL,-0.307191626489359,XB0202,uppertorso,NEUTRAL,JOY,0.037508656909368,3938,3630,1,1
17.382850972591,13.6464509883014,3.73639998428959,NEUTRAL-SAD,-3.73639998428959,XB0202,uppertorso,NEUTRAL,SAD,0.221808798239485,3938,10028,1,1
16.8734989305571,9.63950272622557,7.23399620433155,DISGUST-FEAR,-7.23399620433155,XB0202,uppertorso,DISGUST,FEAR,0.41698101837903,3700,13276,1,1
16.8734989305571,17.6900425990804,-0.816543668523256,DISGUST-JOY,0.816543668523256,XB0202,uppertorso,DISGUST,JOY,0.0628806492442857,3700,3630,1,1
16.8734989305571,13.6464509883014,3.22704794225569,DISGUST-SAD,-3.22704794225569,XB0202,uppertorso,DISGUST,SAD,0.211601569659009,3700,10028,1,1
9.63950272622557,17.6900425990804,-8.0505398728548,FEAR-JOY,8.0505398728548,XB0202,uppertorso,FEAR,JOY,0.428921054750302,13276,3630,1,1
9.63950272622557,13.6464509883014,-4.00694826207586,FEAR-SAD,4.00694826207586,XB0202,uppertorso,FEAR,SAD,0.210196625705932,13276,10028,1,1
17.6900425990804,13.6464509883014,4.04359161077895,JOY-SAD,-4.04359161077895,XB0202,uppertorso,JOY,SAD,0.24651620091842,3630,10028,1,1
18.7337593010859,19.0138757874185,-0.280116486332531,DISGUST-NEUTRAL,-0.280116486332531,XB0202,L-arm,NEUTRAL,DISGUST,0.0387004405146913,2167,2916,1,1
18.7337593010859,9.78305723269627,8.95070206838966,FEAR-NEUTRAL,8.95070206838966,XB0202,L-arm,NEUTRAL,FEAR,0.46475977238427,2167,18657,1,1
18.7337593010859,18.2041171640387,0.529642137047254,JOY-NEUTRAL,0.529642137047254,XB0202,L-arm,NEUTRAL,JOY,0.0637761764081806,2167,2488,1,1
